bin__tipo_laboral_Independiente,poly__tipo_credito_4.0,poly__tipo_credito_6.0,poly__tipo_credito_9.0,poly__tipo_credito_10.0,num__capital_prestado,num__plazo_meses,num__edad_cliente,num__total_otros_prestamos,num__cuota_pactada,num__puntaje_datacredito,num__cant_creditosvigentes,num__huella_consulta,num__saldo_mora,num__saldo_total,num__creditos_sectorFinanciero,num__creditos_sectorCooperativo,num__promedio_ingresos_datacredito,y_true,y_pred,timestamp
1.0,1.0,0.0,0.0,0.0,0.0403333333333333,0.2941176470588235,0.84,0.0001199999999999,0.0304880490202077,0.8075757575757576,0.0806451612903225,0.2068965517241379,0.0,0.0037800528765657,0.0980392156862745,0.0,0.0209680571462747,1,1,2025-09-19 11:42:17.664905
1.0,1.0,0.0,0.0,0.0,0.0530801687763713,0.2941176470588235,0.1999999999999999,0.0001333333333333,0.0462631610358548,0.7787878787878788,0.0967741935483871,0.2758620689655172,0.0,0.0003508555206285,0.0980392156862745,0.0,0.0196559133949433,1,1,2025-09-19 11:42:17.664905
0.0,1.0,0.0,0.0,0.0,0.077210970464135,0.2941176470588235,0.56,0.0013333333333333,0.0579995905413541,0.6651515151515153,0.2096774193548387,0.3448275862068966,0.0,0.0043959557988501,0.1176470588235294,0.0,0.0621378794880466,1,1,2025-09-19 11:42:17.664905
1.0,1.0,0.0,0.0,0.0,0.0066497890295358,0.1176470588235294,0.82,0.0006666666666666,0.0217096182742451,0.7227272727272727,0.0483870967741935,0.1379310344827586,0.0,0.0003655152220475,0.0,0.0,0.0196559133949433,1,1,2025-09-19 11:42:17.664905
0.0,1.0,0.0,0.0,0.0,0.0259189873417721,0.2941176470588235,0.3399999999999999,0.0003999999999999,0.0236084638577199,0.6742424242424243,0.1129032258064516,0.1034482758620689,0.0,0.0022099011232458,0.0588235294117647,0.0,0.0264269687949384,1,1,2025-09-19 11:42:17.664905
1.0,1.0,0.0,0.0,0.0,0.0481392405063291,0.2941176470588235,0.24,0.0001666666666666,0.0422040811392922,0.7469696969696971,0.032258064516129,0.0344827586206896,0.0,0.0,0.0,0.0,0.0071905477572957,1,1,2025-09-19 11:42:17.664905
0.0,1.0,0.0,0.0,0.0,0.0717299578059071,0.1176470588235294,0.3399999999999999,0.0003999999999999,0.1272305864097502,0.7651515151515151,0.0967741935483871,0.1034482758620689,0.0,0.001788679035806,0.0784313725490196,0.0,0.0377634971633157,1,1,2025-09-19 11:42:17.664905
0.0,0.0,0.0,1.0,0.0,0.0213735864978903,0.2352941176470588,0.36,0.0005333333333333,0.0221591162341287,0.8196969696969698,0.032258064516129,0.0689655172413793,0.0,0.0024022364058634,0.0,0.0769230769230769,0.0283160621537301,1,1,2025-09-19 11:42:17.664905
0.0,1.0,0.0,0.0,0.0,0.0957805907172995,0.6470588235294117,0.18,0.0006046666666666,0.0449343090838627,0.7303030303030302,0.032258064516129,0.1379310344827586,0.0,0.0146864798069454,0.0196078431372549,0.0,0.0450744209883586,1,1,2025-09-19 11:42:17.664905
0.0,1.0,0.0,0.0,0.0,0.0783122362869198,0.1176470588235294,0.2199999999999999,0.0012,0.1373140721568876,0.7166666666666668,0.0483870967741935,0.0689655172413793,0.0,0.0092035560135463,0.0392156862745098,0.0,0.0087213733862239,0,1,2025-09-19 11:42:17.664905
0.0,1.0,0.0,0.0,0.0,0.1156821518987341,0.2941176470588235,0.48,0.001,0.0994527456770761,0.6303030303030304,0.1612903225806451,0.1379310344827586,0.0,0.0164081151415951,0.1568627450980392,0.0,0.088779646215078,1,1,2025-09-19 11:42:17.664905
