bin__tipo_laboral_Independiente,poly__tipo_credito_4.0,poly__tipo_credito_6.0,poly__tipo_credito_9.0,poly__tipo_credito_10.0,num__capital_prestado,num__plazo_meses,num__edad_cliente,num__total_otros_prestamos,num__cuota_pactada,num__puntaje_datacredito,num__cant_creditosvigentes,num__huella_consulta,num__saldo_mora,num__saldo_total,num__creditos_sectorFinanciero,num__creditos_sectorCooperativo,num__promedio_ingresos_datacredito,y_true,y_pred,timestamp
0.0,1.0,0.0,0.0,0.0,0.0377489873417721,0.6470588235294117,0.3,0.0001473333333333,0.017314736960593,0.7303030303030302,0.0161290322580645,0.1379310344827586,0.0,0.0003686426250169,0.0196078431372549,0.0,0.0422535743517465,1,0,2025-09-19 11:42:11.575121
0.0,1.0,0.0,0.0,0.0,0.0068608016877637,0.1176470588235294,0.56,0.0007326666666666,0.0226259897454028,0.7545454545454546,0.0967741935483871,0.2068965517241379,0.0,0.0055339395543372,0.0784313725490196,0.0,0.0283852383723003,0,0,2025-09-19 11:42:11.575121
0.0,1.0,0.0,0.0,0.0,0.0010781856540084,0.1176470588235294,0.62,4.8e-05,0.013394661475154,0.7333333333333334,0.0483870967741935,0.0344827586206896,0.0,6.332991013016643e-05,0.0196078431372549,0.0,0.026016582715272,1,0,2025-09-19 11:42:11.575121
0.0,0.0,0.0,1.0,0.0,0.1885752320675105,0.2058823529411764,0.24,0.0034666666666666,0.1940078522383109,0.8,0.1290322580645161,0.3103448275862069,0.0,0.0545854959650637,0.1372549019607843,0.0,0.2350657243620035,1,0,2025-09-19 11:42:11.575121
1.0,1.0,0.0,0.0,0.0,0.1411561181434598,0.1176470588235294,0.18,0.0006666666666666,0.236712047074146,0.6803030303030304,0.0483870967741935,0.2068965517241379,0.0,0.008157439720285,0.0392156862745098,0.0,0.0230329777677448,1,0,2025-09-19 11:42:11.575121
0.0,1.0,0.0,0.0,0.0,0.0556054852320675,0.2941176470588235,0.88,0.002,0.0484978080364191,0.8090909090909091,0.1129032258064516,0.1034482758620689,0.0,0.0003670789235322,0.0784313725490196,0.0,0.0387647415742066,1,0,2025-09-19 11:42:11.575121
1.0,1.0,0.0,0.0,0.0,0.0295358649789029,0.1176470588235294,0.6,0.0012,0.058846082077572,0.8848484848484848,0.0806451612903225,0.1034482758620689,0.0,0.0096648479515315,0.0196078431372549,0.0769230769230769,0.0248163123401792,1,0,2025-09-19 11:42:11.575121
0.0,0.0,0.0,1.0,0.0,0.017867552742616,0.2352941176470588,0.24,0.0005333333333333,0.0187980802282089,0.5984848484848486,0.1129032258064516,0.3103448275862069,0.0,0.0028731060154423,0.0,0.1538461538461538,0.0369729567960136,1,0,2025-09-19 11:42:11.575121
1.0,1.0,0.0,0.0,0.0,0.118758776371308,0.2941176470588235,0.28,0.0001333333333333,0.1013629231418925,0.6545454545454545,0.2096774193548387,0.3103448275862069,0.0,0.0067424853393212,0.1176470588235294,0.0,0.037377359500174,1,0,2025-09-19 11:42:11.575121
1.0,1.0,0.0,0.0,0.0,0.210970464135021,1.0,0.68,0.0,0.0686183188171933,0.8727272727272728,0.0483870967741935,0.2068965517241379,0.0,0.0014915757537138,0.0588235294117647,0.0,0.0196559133949433,1,0,2025-09-19 11:42:11.575121
0.0,0.0,0.0,1.0,0.0,0.0320295358649789,0.2647058823529412,0.58,0.0002486666666666,0.0288838323516146,0.9181818181818182,0.0967741935483871,0.1379310344827586,0.0,0.0023910950327849,0.0588235294117647,0.0,0.0262166321516,1,0,2025-09-19 11:42:11.575121
0.0,1.0,0.0,0.0,0.0,0.1355780590717299,0.1176470588235294,0.54,0.0001333333333333,0.2303363529019814,0.8909090909090909,0.2096774193548387,0.0689655172413793,0.0,0.0208922246116449,0.1568627450980392,0.0,0.0845042357443651,1,0,2025-09-19 11:42:11.575121
0.0,1.0,0.0,0.0,0.0,0.0210970464135021,0.1176470588235294,0.58,0.0,0.0457248966721286,0.8181818181818181,0.032258064516129,0.1724137931034483,0.0,1.3682387991085338e-05,0.0,0.0,0.0455103938711759,1,0,2025-09-19 11:42:11.575121
1.0,1.0,0.0,0.0,0.0,0.0196557805907173,0.1176470588235294,0.14,0.0001566666666666,0.0432114853905608,0.7606060606060607,0.032258064516129,0.0344827586206896,0.0,0.0028355771798096,0.0,0.0,0.038670529652861,1,0,2025-09-19 11:42:11.575121
1.0,1.0,0.0,0.0,0.0,0.0548523206751054,0.1176470588235294,0.14,0.001,0.0986734899701518,0.7242424242424244,0.0483870967741935,0.1724137931034483,0.0,0.0086937893295356,0.0392156862745098,0.0,0.0007830611479195,1,0,2025-09-19 11:42:11.575121
0.0,1.0,0.0,0.0,0.0,0.0613460337552742,0.2941176470588235,0.7799999999999999,0.0023333333333333,0.0461638182094267,0.7166666666666668,0.1129032258064516,0.1724137931034483,0.0,0.0122951893114748,0.0980392156862745,0.0,0.2035543822307813,1,0,2025-09-19 11:42:11.575121
0.0,0.0,0.0,1.0,0.0,0.1133539240506329,0.2058823529411764,0.0999999999999999,0.001,0.1167754149546082,0.406060606060606,0.1290322580645161,0.2758620689655172,0.0,0.0201350021676811,0.0784313725490196,0.0,0.107270218501589,1,0,2025-09-19 11:42:11.575121
1.0,0.0,0.0,1.0,0.0,0.0714208438818565,0.2058823529411764,0.14,0.0004666666666666,0.0751885436190553,0.7121212121212122,0.064516129032258,0.0689655172413793,0.0,3.1860417750670146e-05,0.0196078431372549,0.0,0.0098148352599583,1,0,2025-09-19 11:42:11.575121
0.0,1.0,0.0,0.0,0.0,0.0025822784810126,0.1176470588235294,0.28,0.0003266666666666,0.0152882188473361,0.7287878787878788,0.0483870967741935,0.2758620689655172,0.0,0.0003668834608466,0.0392156862745098,0.0,0.0402294089151927,1,0,2025-09-19 11:42:11.575121
1.0,0.0,0.0,1.0,0.0,0.1044942194092826,0.0588235294117647,0.66,0.002,0.2436158069168292,0.9015151515151516,0.064516129032258,0.0689655172413793,0.0,0.0107885629309707,0.0784313725490196,0.0,0.0341734718596732,1,0,2025-09-19 11:42:11.575121
0.0,1.0,0.0,0.0,0.0,0.0489831223628692,0.2941176470588235,0.06,0.0001333333333333,0.0429153455581669,0.687878787878788,0.032258064516129,0.2413793103448275,0.0,0.0001905761184472,0.0,0.0,0.0229540654425397,1,0,2025-09-19 11:42:11.575121
0.0,1.0,0.0,0.0,0.0,0.0241139240506329,0.2352941176470588,0.9,0.0001999999999999,0.0277952162840645,0.8136363636363637,0.0967741935483871,0.1379310344827586,0.0,0.018844166592065,0.0196078431372549,0.0769230769230769,0.0755532372016582,1,0,2025-09-19 11:42:11.575121
0.0,1.0,0.0,0.0,0.0,0.0476793248945147,0.1176470588235294,0.56,0.0007999999999999,0.087294392456291,0.7893939393939393,0.064516129032258,0.0689655172413793,0.0,0.0012179279938921,0.0392156862745098,0.0,0.0170316258922807,1,0,2025-09-19 11:42:11.575121
0.0,1.0,0.0,0.0,0.0,0.0823628691983122,0.2941176470588235,0.58,0.0003999999999999,0.0712850882262508,0.8848484848484848,0.0161290322580645,0.1034482758620689,0.0,0.0,0.0196078431372549,0.0,0.0384611902387736,1,0,2025-09-19 11:42:11.575121
0.0,1.0,0.0,0.0,0.0,0.0852320675105485,0.1176470588235294,0.42,0.0005333333333333,0.1467542847731999,0.9363636363636364,0.064516129032258,0.0689655172413793,0.0,0.0047661621253517,0.0196078431372549,0.0,0.0491004191748185,1,0,2025-09-19 11:42:11.575121
