bin__tipo_laboral_Independiente,poly__tipo_credito_4.0,poly__tipo_credito_6.0,poly__tipo_credito_9.0,poly__tipo_credito_10.0,num__capital_prestado,num__plazo_meses,num__edad_cliente,num__total_otros_prestamos,num__cuota_pactada,num__puntaje_datacredito,num__cant_creditosvigentes,num__huella_consulta,num__saldo_mora,num__saldo_total,num__creditos_sectorFinanciero,num__creditos_sectorCooperativo,num__promedio_ingresos_datacredito,y_true,y_pred,timestamp
0.0,1.0,0.0,0.0,0.0,0.0641223628691983,0.2941176470588235,0.32,0.001,0.0482352861186719,0.7272727272727273,0.0806451612903225,0.1034482758620689,0.0,0.04609713791808,0.0196078431372549,0.0,0.0862111248218469,1,0,2025-09-19 10:29:54.568537
1.0,0.0,0.0,1.0,0.0,0.1129105485232067,0.2647058823529412,0.4,0.0,0.1004495735057592,0.7727272727272727,0.0161290322580645,0.0344827586206896,0.0,0.0,0.0,0.0,0.026016582715272,1,0,2025-09-19 10:29:54.568537
1.0,0.0,0.0,1.0,0.0,0.0403217721518987,0.2352941176470588,0.7799999999999999,0.0002666666666666,0.039405484177294,0.8045454545454547,0.064516129032258,0.0,0.0,0.0014997851865085,0.0588235294117647,0.0,0.0246162629038512,1,0,2025-09-19 10:29:54.568537
1.0,1.0,0.0,0.0,0.0,0.1331223628691983,0.1176470588235294,0.58,0.0001146666666666,0.2282954810723585,0.7575757575757576,0.0483870967741935,0.1034482758620689,0.0,0.0039372048757775,0.0196078431372549,0.0,0.0220833793349063,1,0,2025-09-19 10:29:54.568537
1.0,1.0,0.0,0.0,0.0,0.0054345991561181,0.1176470588235294,0.7600000000000001,0.0019533333333333,0.020211165831507,0.8303030303030303,0.2419354838709677,0.1034482758620689,0.0,0.0237057145079832,0.1568627450980392,0.0769230769230769,0.0253436891567143,1,0,2025-09-19 10:29:54.568537
0.0,1.0,0.0,0.0,0.0,0.1289789029535864,0.2941176470588235,0.88,0.0024,0.096619019882919,0.8484848484848486,0.0967741935483871,0.0,0.0,0.0055429308378742,0.0784313725490196,0.0,0.1375453637618069,1,0,2025-09-19 10:29:54.568537
0.0,0.0,0.0,1.0,0.0,0.0304710126582278,0.2352941176470588,0.42,0.0046726666666666,0.0308113853678215,0.6530303030303031,0.1612903225806451,0.1724137931034483,0.0,0.0609831851270097,0.1176470588235294,0.0,0.0354016384109193,1,0,2025-09-19 10:29:54.568537
0.0,1.0,0.0,0.0,0.0,0.1048776371308016,0.1176470588235294,0.7200000000000001,0.0023333333333333,0.166322932932638,0.8757575757575757,0.0483870967741935,0.1034482758620689,0.0,0.02577605527372,0.0392156862745098,0.0,0.0566146203098176,1,0,2025-09-19 10:29:54.568537
0.0,1.0,0.0,0.0,0.0,0.0753459915611814,0.4705882352941176,0.44,0.0013333333333333,0.0431876884397434,0.7348484848484849,0.0806451612903225,0.2413793103448275,0.0,0.0013025633367513,0.0588235294117647,0.0,0.0216305322834468,1,0,2025-09-19 10:29:54.568537
0.0,1.0,0.0,0.0,0.0,0.2828691983122362,1.0,0.44,0.0003999999999999,0.0939412963218979,0.6590909090909092,0.1451612903225806,0.2068965517241379,0.0,0.0034534347289499,0.0196078431372549,0.3076923076923077,0.0341708475721706,1,0,2025-09-19 10:29:54.568537
0.0,1.0,0.0,0.0,0.0,0.0632911392405063,0.1176470588235294,0.58,0.0002666666666666,0.1131473242784046,0.6863636363636363,0.2258064516129032,0.1034482758620689,0.0,0.0021551715712815,0.1372549019607843,0.0,0.024689008153425,1,0,2025-09-19 10:29:54.568537
0.0,0.0,0.0,1.0,0.0,0.0978391139240506,0.2352941176470588,0.5,0.0006666666666666,0.0918985358453847,0.9045454545454544,0.0806451612903225,0.0689655172413793,0.0,0.0160310676210979,0.0588235294117647,0.0,0.075138101161612,1,0,2025-09-19 10:29:54.568537
0.0,0.0,0.0,1.0,0.0,0.1672677637130801,0.2352941176470588,0.4,0.0069691666666666,0.1546352305169075,0.6621212121212121,0.1290322580645161,0.2068965517241379,0.0,0.0013363783813578,0.0196078431372549,0.0,0.0445866446702387,1,0,2025-09-19 10:29:54.568537
0.0,0.0,0.0,1.0,0.0,0.0496678481012658,0.2058823529411764,0.58,0.0004666666666666,0.0535454057153476,0.7878787878787878,0.1290322580645161,0.0344827586206896,0.0,0.0002302550436214,0.1176470588235294,0.0,0.0007685225951547,1,0,2025-09-19 10:29:54.568537
0.0,1.0,0.0,0.0,0.0,0.0673312236286919,0.2941176470588235,0.48,0.0004733333333333,0.0582413373433084,0.7681818181818183,0.0967741935483871,0.0689655172413793,0.0,0.0020912552730946,0.0392156862745098,0.1538461538461538,0.0646907863706368,1,0,2025-09-19 10:29:54.568537
0.0,1.0,0.0,0.0,0.0,0.1148364556962025,0.1176470588235294,0.16,0.0002666666666666,0.1945676471765862,0.6393939393939394,0.1774193548387097,0.2068965517241379,0.0,0.0017126440511127,0.0392156862745098,0.0,0.0247762919557636,1,0,2025-09-19 10:29:54.568537
0.0,0.0,0.0,1.0,0.0,0.0715324894514767,0.2058823529411764,0.26,0.002,0.0754216026453143,0.7469696969696971,0.0967741935483871,0.1379310344827586,0.0,0.0008899416074773,0.0392156862745098,0.0,0.0476584256778554,1,0,2025-09-19 10:29:54.568537
0.0,1.0,0.0,0.0,0.0,0.0161181434599156,0.1176470588235294,0.9,0.0001066666666666,0.0376467761930771,0.7196969696969697,0.0483870967741935,0.1379310344827586,0.0,0.0009575716966903,0.0196078431372549,0.0,0.0488859886429759,1,0,2025-09-19 10:29:54.568537
1.0,1.0,0.0,0.0,0.0,0.0074299999999999,0.1176470588235294,0.06,0.0002666666666666,0.0229931427008708,0.6712121212121211,0.032258064516129,0.1034482758620689,0.0,0.0002830299687298,0.0196078431372549,0.0,0.0130951946382867,1,0,2025-09-19 10:29:54.568537
0.0,1.0,0.0,0.0,0.0,0.1139240506329113,0.2941176470588235,0.14,0.0003333333333333,0.0976494656262488,0.7621212121212122,0.0483870967741935,0.1034482758620689,0.0,0.0044628040373208,0.0392156862745098,0.0,0.0238160914014144,1,0,2025-09-19 10:29:54.568537
1.0,1.0,0.0,0.0,0.0,0.0056962025316455,0.1176470588235294,0.36,0.0002386666666666,0.0204880414656202,0.7227272727272727,0.032258064516129,0.1724137931034483,0.0,0.0011588982628449,0.0196078431372549,0.0,0.0245484513147824,1,0,2025-09-19 10:29:54.568537
0.0,1.0,0.0,0.0,0.0,0.0862151898734177,0.2941176470588235,0.92,0.0002666666666666,0.0741958708135308,0.8151515151515152,0.0967741935483871,0.1724137931034483,0.0,0.0055869099421313,0.0588235294117647,0.0,0.025820390981573,1,0,2025-09-19 10:29:54.568537
0.0,1.0,0.0,0.0,0.0,0.1656540084388185,0.1176470588235294,0.44,0.0006666666666666,0.27497263350656,0.759090909090909,0.064516129032258,0.0689655172413793,0.0,0.0014259002913566,0.0,0.0,0.0944481072208294,1,0,2025-09-19 10:29:54.568537
1.0,1.0,0.0,0.0,0.0,0.0796497890295358,0.2941176470588235,0.3,0.0001333333333333,0.0598187352260597,0.6484848484848484,0.0806451612903225,0.1379310344827586,0.0,0.0018848466771147,0.0,0.0,0.0240161145948673,1,0,2025-09-19 10:29:54.568537
1.0,1.0,0.0,0.0,0.0,0.1358649789029535,0.1176470588235294,0.44,0.0,0.2280847080794047,0.7924242424242425,0.1129032258064516,0.2413793103448275,0.0,0.0081658446157653,0.0980392156862745,0.0769230769230769,0.0242525366559822,1,0,2025-09-19 10:29:54.568537
0.0,1.0,0.0,0.0,0.0,0.0803713080168776,0.2352941176470588,0.4599999999999999,0.0001999999999999,0.0831858300112034,0.8363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0307367836748113,1,0,2025-09-19 10:29:54.568537
0.0,0.0,0.0,1.0,0.0,0.0154599156118143,0.2647058823529412,0.66,0.0009666666666666,0.0144568364862404,0.7439393939393939,0.0806451612903225,0.1034482758620689,0.0,0.0029335039852886,0.0,0.0,0.0585478541844041,1,0,2025-09-19 10:29:54.568537
0.0,1.0,0.0,0.0,0.0,0.0116286919831223,0.1176470588235294,0.82,0.0016706666666666,0.0302266602905947,0.7515151515151515,0.1612903225806451,0.1379310344827586,0.0,0.0076496276631302,0.1176470588235294,0.0,0.0254164344062881,1,0,2025-09-19 10:29:54.568537
1.0,1.0,0.0,0.0,0.0,0.0259451476793248,0.2941176470588235,0.7600000000000001,0.0,0.0197544910134403,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0098148352599583,1,0,2025-09-19 10:29:54.568537
1.0,1.0,0.0,0.0,0.0,0.0408780590717299,0.1176470588235294,0.28,0.0001333333333333,0.0764543147649125,0.7575757575757576,0.0483870967741935,0.1379310344827586,0.0,0.0002693475807387,0.0,0.0,0.0078466196329613,1,0,2025-09-19 10:29:54.568537
0.0,1.0,0.0,0.0,0.0,0.0783966244725738,0.6470588235294117,0.6,0.000532,0.0383746607045861,0.6787878787878787,0.0967741935483871,0.1379310344827586,0.0,0.0021012238700595,0.0,0.2307692307692307,0.0270393200408097,1,0,2025-09-19 10:29:54.568537
1.0,0.0,0.0,1.0,0.0,0.0733863713080168,0.2352941176470588,0.5,0.000918,0.0739480803415277,0.803030303030303,0.1129032258064516,0.0,0.0,0.009943773203864,0.0980392156862745,0.0,0.0212042430215143,1,0,2025-09-19 10:29:54.568537
0.0,1.0,0.0,0.0,0.0,0.0576793248945147,0.1176470588235294,0.94,0.0001599999999999,0.1030309760753766,0.7166666666666668,0.0483870967741935,0.0689655172413793,0.0,0.0038109359808884,0.0392156862745098,0.0,0.0240161145948673,1,0,2025-09-19 10:29:54.568537
0.0,1.0,0.0,0.0,0.0,0.0789831223628692,0.1176470588235294,0.2199999999999999,0.0005333333333333,0.1370761026487139,0.6424242424242426,0.0483870967741935,0.0689655172413793,0.0,0.0001383875813955,0.0,0.0,0.0408824891031054,1,0,2025-09-19 10:29:54.568537
0.0,1.0,0.0,0.0,0.0,0.0474261603375527,0.1764705882352941,0.48,0.0003999999999999,0.0641645117205648,0.740909090909091,0.0806451612903225,0.0689655172413793,0.0,0.0085299915990137,0.0392156862745098,0.0,0.056658367182487,1,0,2025-09-19 10:29:54.568537
0.0,0.0,0.0,1.0,0.0,0.037190717299578,0.2352941176470588,0.28,0.002,0.0365419177622707,0.7454545454545456,0.064516129032258,0.1724137931034483,0.0,0.0125488998773667,0.0196078431372549,0.0,0.0445835217681105,1,0,2025-09-19 10:29:54.568537
1.0,1.0,0.0,0.0,0.0,0.050632911392405,0.1176470588235294,0.7799999999999999,0.0003999999999999,0.0920330075039718,0.8606060606060606,0.1129032258064516,0.0689655172413793,0.0,0.0078544725576253,0.1176470588235294,0.0,0.0196559133949433,1,0,2025-09-19 10:29:54.568537
0.0,1.0,0.0,0.0,0.0,0.0649283122362869,0.2941176470588235,0.1999999999999999,0.0016666666666666,0.056437679563103,0.7484848484848485,0.0483870967741935,0.1379310344827586,0.0,3.2251343121844014e-05,0.0,0.0,0.0266382501817778,1,0,2025-09-19 10:29:54.568537
