iter	Logloss
186	0.143265564
187	0.1429531511
188	0.1427808797
189	0.1424311209
190	0.1420904699
191	0.1418622369
192	0.1416533497
193	0.1414605624
194	0.1411465597
195	0.1409026215
196	0.1407821491
197	0.1405821999
198	0.1404410086
199	0.1402033734
200	0.1399463665
201	0.1397423498
202	0.1394422029
203	0.139198731
204	0.1390196173
205	0.1388705202
206	0.138637662
207	0.1384840543
208	0.1383579179
209	0.1379266029
210	0.1377488295
211	0.1374752335
212	0.1373217631
213	0.1371141253
214	0.1367151221
215	0.1365967253
216	0.1364004174
217	0.136209047
218	0.1359994249
219	0.1356706965
220	0.1355005068
221	0.1352353471
222	0.135076861
223	0.1348427332
224	0.1345331784
225	0.1342897039
226	0.1341317899
227	0.1337454615
228	0.1334762076
229	0.1332296609
230	0.1328125717
231	0.1325851863
232	0.1324465292
233	0.1322614904
234	0.1319209821
235	0.1314565946
236	0.1309853614
237	0.1302329493
238	0.1300937197
239	0.1298994611
240	0.1297019733
241	0.1292989248
242	0.1288766834
243	0.1284853671
244	0.1279817794
245	0.1276145174
246	0.1272779146
247	0.1268081557
248	0.1266578356
249	0.1264504973
250	0.1263235664
251	0.1261262282
252	0.1259488765
253	0.1256658361
254	0.1253396269
255	0.1251585503
256	0.1249937287
257	0.1243960907
258	0.12421716
259	0.1240217895
260	0.1239035023
261	0.1235594777
262	0.1232525979
263	0.1228302366
264	0.1226181243
265	0.1224998825
266	0.1222545737
267	0.1221264599
268	0.1219760587
269	0.1218459948
270	0.1216933688
271	0.1215423551
272	0.121249226
273	0.1210320606
274	0.1209165021
275	0.1207433312
276	0.120479715
277	0.120338024
278	0.1201993795
279	0.1199703318
280	0.119795104
281	0.1196654664
282	0.1189754354
283	0.1188038221
284	0.1186165541
285	0.1184325497
286	0.1181851409
287	0.1179782066
288	0.1178327783
289	0.1177326158
290	0.1175001204
291	0.1171963125
292	0.1170169695
293	0.1169006314
294	0.1167777238
295	0.1166566738
296	0.1165347398
297	0.116373952
298	0.1160040736
299	0.1157417699
300	0.1156009498
301	0.1154132823
302	0.1152236278
303	0.1149745425
304	0.1148319539
305	0.1147251878
306	0.1145571139
307	0.1143947167
308	0.1139524887
309	0.1138548319
310	0.1136991902
311	0.1135760568
312	0.1133432434
313	0.113240462
314	0.113106335
315	0.1129806013
316	0.1128651575
317	0.1127322968
318	0.1123036004
319	0.1120561672
320	0.1118176467
321	0.1111615059
322	0.1109999395
323	0.1108551385
324	0.1106466778
325	0.1105110026
326	0.1103870213
327	0.1103340461
328	0.1093828701
329	0.108514263
330	0.1083725961
331	0.1078526292
332	0.1074710533
333	0.1073186997
334	0.1071594968
335	0.1069529659
336	0.1068195917
337	0.1064847363
338	0.1063576536
339	0.1062469257
340	0.1060577419
341	0.1059436679
342	0.1058029734
343	0.105686143
344	0.105607063
345	0.1054620517
346	0.1053450129
347	0.1051651488
348	0.1049867724
349	0.1048792962
350	0.1043947599
351	0.1042880114
352	0.1039176621
353	0.1038238116
354	0.1037325869
355	0.1035996403
356	0.1035307946
357	0.1034183533
358	0.1032125691
359	0.1030845878
360	0.1030105434
361	0.1028470782
362	0.1026895899
363	0.1025942407
364	0.1023953574
365	0.1022527487
366	0.1021121878
367	0.1018974317
368	0.1016207062
369	0.101448116
370	0.1013256218
371	0.1011959604
372	0.1010829548
373	0.1009365347
374	0.1006517229
375	0.1005513527
376	0.1004738105
377	0.1003860856
378	0.1002443375
379	0.1001565287
380	0.1000926917
381	0.1000194996
382	0.09986059824
383	0.09976780128
384	0.09963506584
385	0.09941423955
386	0.099274997
387	0.09909820555
388	0.0989850135
389	0.09886750161
390	0.09878421138
391	0.09869215542
392	0.09840270989
393	0.09821603946
394	0.09805506989
395	0.09793910457
396	0.09785040711
397	0.09770953441
398	0.09757726141
399	0.0974773418
400	0.09736508337
401	0.09726347271
402	0.09705184917
403	0.09690891004
404	0.09675410412
405	0.09665699279
406	0.0966010976
407	0.09650784159
408	0.09625321823
409	0.0959451073
410	0.09587919476
411	0.09581180117
412	0.095708664
413	0.09561503306
414	0.09542435019
415	0.09533002009
416	0.0952663047
417	0.09519226194
418	0.09503147487
419	0.09497261458
420	0.09488861602
421	0.09472795442
422	0.09456873635
423	0.09448629672
424	0.09415073514
425	0.09378141186
426	0.0933525089
427	0.09320855766
428	0.09269057509
429	0.0925623411
430	0.0923351435
431	0.09205092407
432	0.09197074897
433	0.09190388609
434	0.09182536717
435	0.09169155562
436	0.09159064749
437	0.09143672937
438	0.09138262298
439	0.09130546628
440	0.09126040724
441	0.09110151249
442	0.09101182159
443	0.09090106708
444	0.09084474208
445	0.09079734994
446	0.09070043487
447	0.09054674653
448	0.09038755238
449	0.09029316867
450	0.09020804879
451	0.09013829539
452	0.0900255753
453	0.0898883065
454	0.08970843018
455	0.08964747667
456	0.08940653669
457	0.08932734049
458	0.08922263111
459	0.08912448866
460	0.08903452488
461	0.08897533956
462	0.08885435803
463	0.08878736647
464	0.08867401807
465	0.08857137571
466	0.08843478964
467	0.08838895406
468	0.08815409844
469	0.08801295666
470	0.08793958961
471	0.08783957763
472	0.08771492026
473	0.08750367906
474	0.08742425337
475	0.08736274929
476	0.08725736998
477	0.0872004512
478	0.08711675255
479	0.08704438426
480	0.08696360478
481	0.08687127485
482	0.08677565703
483	0.08667945211
484	0.08655671495
485	0.08650830576
486	0.08644214311
487	0.08637384273
488	0.08623755544
489	0.08612027194
490	0.08603270975
491	0.08595321536
492	0.08580271112
493	0.08567512072
494	0.08560164754
495	0.08548702692
496	0.08543232189
497	0.08533755368
498	0.08528931732
499	0.0851782531
500	0.08511397648
501	0.08501197006
502	0.08491042699
503	0.08484597425
504	0.08478590046
505	0.08470977344
506	0.08464764485
507	0.0845466764
508	0.08446302961
509	0.08438932932
510	0.08427245188
511	0.08417084215
512	0.08415051269
513	0.08411731144
514	0.08406443683
515	0.08396382213
516	0.08386405247
517	0.08376096479
518	0.08366202442
519	0.08360905698
520	0.08352215576
521	0.08346175586
522	0.08339351253
523	0.08325781159
524	0.08313697594
525	0.083028628
526	0.08292538111
527	0.08283913801
528	0.08273720189
529	0.08266880615
530	0.08261501804
531	0.08249417777
532	0.08238654927
533	0.08233728341
534	0.08227289728
535	0.08221231904
536	0.08212252414
537	0.08205802398
538	0.08196649457
539	0.0818692803
540	0.08181489042
541	0.08173091389
542	0.08166815196
543	0.08161742495
544	0.0815219156
545	0.08136682591
546	0.08126970511
547	0.08115099585
548	0.08104038153
549	0.08097988471
550	0.08091621541
551	0.08086378071
552	0.08074708216
553	0.08064376985
554	0.08059578071
555	0.08053334329
556	0.08039514998
557	0.08031809474
558	0.08028659027
559	0.08021380189
560	0.08014074876
561	0.0800789242
562	0.08001876165
563	0.07995628038
564	0.07992177599
565	0.0798303498
566	0.07972874871
567	0.07965581036
568	0.07960715446
569	0.07953546715
570	0.07946847432
571	0.07934038065
572	0.07925574286
573	0.07916033476
574	0.07909354966
575	0.07901661673
576	0.07887375578
577	0.07873859217
578	0.07868462281
579	0.07859172248
580	0.07847624216
581	0.07841542017
582	0.07833834837
583	0.07824962506
584	0.07821867746
585	0.0780872039
586	0.07797457278
587	0.0779186593
588	0.07782556392
589	0.0777392954
590	0.07755265008
591	0.07750106212
592	0.07744132458
593	0.07736722606
594	0.077261613
595	0.07720629682
596	0.07711256186
597	0.07700637635
598	0.07695358515
599	0.07689992794
600	0.07675479548
601	0.07669221379
602	0.0766356666
603	0.07660109927
604	0.07647142672
605	0.07639559238
606	0.0763378623
607	0.07626691282
608	0.07618785022
609	0.07614414605
610	0.07609465907
611	0.07599202147
612	0.07596417482
613	0.07589137971
614	0.07585539508
615	0.07581430352
616	0.07574186917
617	0.07571156491
618	0.07562726875
619	0.07554458885
620	0.07545120957
621	0.07538376522
622	0.07530053255
623	0.0752428969
624	0.07514121782
625	0.07511101633
626	0.07506380432
627	0.07502213681
628	0.07488234894
629	0.07481750349
630	0.07478894939
631	0.07468949893
632	0.07461827995
633	0.07450695743
634	0.0744319316
635	0.07434974644
636	0.07431778654
637	0.07428178398
638	0.07422157385
639	0.0741451179
640	0.07407726706
641	0.07401136891
642	0.07389858064
643	0.0737392312
644	0.07365316926
645	0.07361358566
646	0.07356021482
647	0.07351732676
648	0.07347221426
649	0.07343216226
650	0.07335975732
651	0.0732509892
652	0.07320084088
653	0.07314827675
654	0.07312290618
655	0.07303545879
656	0.0729768049
657	0.0728450779
658	0.07275713818
659	0.07273922268
660	0.07269827828
661	0.072552393
662	0.07251357232
663	0.072480762
664	0.07241620953
665	0.07233773331
666	0.07225413683
667	0.07214455805
668	0.07210309783
669	0.07202581722
670	0.07197701322
671	0.07191168053
672	0.07182718285
673	0.07174675939
674	0.07168893025
675	0.07151844034
676	0.07143098823
677	0.07137261819
678	0.07131061192
679	0.07124537471
680	0.07118404704
681	0.0711367771
682	0.07105653677
683	0.07100484488
684	0.07095726173
685	0.07093742157
686	0.07084917151
687	0.07077843858
688	0.07069729061
689	0.07065316279
690	0.07062687774
691	0.07057458261
692	0.07051501818
693	0.0703930733
694	0.07034552205
695	0.070252882
696	0.0702079497
697	0.07018142324
698	0.07015768343
699	0.07005903257
700	0.06997260184
701	0.06987847182
702	0.06979898102
703	0.06971921784
704	0.0696142829
705	0.06954311085
706	0.06947470743
707	0.06936231657
708	0.06928877664
709	0.06921770498
710	0.06917630456
711	0.06912028951
712	0.06906915145
713	0.06895686786
714	0.06892076366
715	0.06885019425
716	0.06878777266
717	0.0687269991
718	0.06869029833
719	0.06862074636
720	0.06859032155
721	0.068532197
722	0.06843664371
723	0.06841466282
724	0.06835774671
725	0.06832466425
726	0.06821979197
727	0.06819072238
728	0.06816729203
729	0.06811578183
730	0.06806996636
731	0.0679686321
732	0.06792775678
733	0.06791054086
734	0.06784958668
735	0.06775634191
736	0.06772963041
737	0.06768641533
738	0.0676120023
739	0.06753857526
740	0.06752164663
741	0.06741802173
742	0.06729401576
743	0.06726054744
744	0.06717696415
745	0.06714072918
746	0.06705055046
747	0.06699578803
748	0.06695759436
749	0.06688696149
750	0.06684916051
751	0.06679444751
752	0.06677156138
753	0.06667510807
754	0.0666175366
755	0.06656090749
756	0.06651083158
757	0.06642314387
758	0.06635108912
759	0.06630973653
760	0.06628990815
761	0.06624802781
762	0.06611256841
763	0.0660534221
764	0.06597518876
765	0.06591794223
766	0.0658942186
767	0.06583916721
768	0.06579719609
769	0.06576179358
770	0.06572295573
771	0.06570982775
772	0.06565155893
773	0.06563718174
774	0.06551997771
775	0.06546977205
776	0.06542074289
777	0.06535212826
778	0.06529775074
779	0.06526418565
780	0.06517822265
781	0.0651115304
782	0.06505559641
783	0.06500019224
784	0.06494955612
785	0.06488299377
786	0.06482534382
787	0.06481921707
788	0.0647422983
789	0.06467560228
790	0.06460377112
791	0.06452502301
792	0.0644509098
793	0.06438423444
794	0.06426293547
795	0.06420506544
796	0.0641640888
797	0.06408485455
798	0.06400727914
799	0.06396299489
800	0.06384588728
801	0.06377274591
802	0.0637412236
803	0.06367919303
804	0.06363246836
805	0.06358643082
806	0.063529613
807	0.06348239617
808	0.06341465228
809	0.06336795967
810	0.06331218903
811	0.06327792576
812	0.06321873325
813	0.06317609198
814	0.06315325022
815	0.06311485092
816	0.06309294327
817	0.06302283868
818	0.0629508362
819	0.06288380838
820	0.06281221402
821	0.06271940393
822	0.06267335776
823	0.06261208634
824	0.06256869758
825	0.06252785818
826	0.06245611966
827	0.06238359246
828	0.06233613778
829	0.06222839175
830	0.06217451827
831	0.06214958435
832	0.0621298788
833	0.06209438135
834	0.06204837557
835	0.06199734637
836	0.06191516803
837	0.06185826666
838	0.06182092276
839	0.06177418322
840	0.06172378479
841	0.06164263784
842	0.06150881135
843	0.06149366064
844	0.06146925214
845	0.06144045579
846	0.06140765095
847	0.06137814578
848	0.06132944451
849	0.06128197234
850	0.06124300006
851	0.06119215142
852	0.0611268613
853	0.06103728495
854	0.06101758164
855	0.06097878147
856	0.06088839752
857	0.0608527312
858	0.06083941118
859	0.0607525909
860	0.06069385862
861	0.06064883988
862	0.06062803577
863	0.06060234128
864	0.06056030748
865	0.0604978979
866	0.06046583582
867	0.06041441831
868	0.06031347645
869	0.06027939294
870	0.06022284629
871	0.0602140263
872	0.06015606587
873	0.06009020887
874	0.06001033716
875	0.05995718089
876	0.05988290058
877	0.05981316641
878	0.05970574943
879	0.05963802169
880	0.05961314518
881	0.05951959998
882	0.05945969941
883	0.05941777405
884	0.05936378475
885	0.05933735831
886	0.0593211115
887	0.05928526344
888	0.05924081714
889	0.0592062627
890	0.05917262895
891	0.05911179171
892	0.05906656635
893	0.05902609309
894	0.05897571214
895	0.05889530221
896	0.05884477843
897	0.05880452328
898	0.05869433103
899	0.05862551175
900	0.05857145565
901	0.05855113638
902	0.05852644509
903	0.05846919312
904	0.0584196181
905	0.05833981049
906	0.05831591825
907	0.05821626951
908	0.05813905191
909	0.05801616622
910	0.05796914979
911	0.0579167061
912	0.05784272971
913	0.05780148529
914	0.05771468443
915	0.05769501964
916	0.05765260729
917	0.05756753037
918	0.05754989203
919	0.05748264787
920	0.05737072595
921	0.0572985637
922	0.05725902932
923	0.05723231262
924	0.05719622614
925	0.05713102238
926	0.05707910197
927	0.05700064628
928	0.05696919578
929	0.05694630952
930	0.05683295475
931	0.05678422221
932	0.05669813089
933	0.05665769768
934	0.05663087706
935	0.05660268413
936	0.05654198894
937	0.05642560764
938	0.05639210715
939	0.05635186789
940	0.05628429609
941	0.05626141351
942	0.05616475329
943	0.05609880166
944	0.05605354648
945	0.05595709241
946	0.05592932995
947	0.05588878662
948	0.05584967408
949	0.0558361643
950	0.05579425212
951	0.05576217385
952	0.05570089643
953	0.05567603129
954	0.05560485434
955	0.05557820764
956	0.05555127183
957	0.05551393779
958	0.05543879792
959	0.05540841361
960	0.05537674153
961	0.05534683847
962	0.05532229069
963	0.05529639144
964	0.05525269363
965	0.05520095362
966	0.05512423567
967	0.05508398842
968	0.05503277186
969	0.05500778955
970	0.05497281127
971	0.05490269031
972	0.05483893074
973	0.05478214537
974	0.05473434036
975	0.0546880123
976	0.05468125594
977	0.05461554178
978	0.05455053742
979	0.05445434815
980	0.05442229274
981	0.05441555923
982	0.05435510251
983	0.05432097333
984	0.05426047825
985	0.05425406637
986	0.05421627
987	0.05411407287
988	0.05403034655
989	0.05398604264
990	0.05396161893
991	0.05392128776
992	0.05389779371
993	0.05386807009
994	0.05381633358
995	0.05381147704
996	0.05379746818
997	0.05378993085
998	0.05374312562
999	0.05370359481
